CompScore,PoseScore,ContactScore
-4.064287887105131,0.935712112894869,1.0
-3.386047318273917,1.613952681726083,1.0
-3.935254206483327,1.0647457935166729,1.0
2.318286797450095,2.318286797450095,0.0
-0.31595185435091855,1.6405698847795158,0.39130434782608686
2.7114785399094288,2.7114785399094288,0.0
-3.2812486915421277,1.7187513084578723,1.0
-3.0641443776266275,1.9358556223733727,1.0
-2.764507272725686,2.235492727274314,1.0
1.1675868364487352,1.1675868364487352,0.0
-3.693336037022009,1.3066639629779908,1.0
-2.768075419246616,1.1449680590142526,0.7826086956521737
-0.3898127561562217,1.5667089829742127,0.39130434782608686
-3.9125994523756944,1.0874005476243054,1.0
-3.3587517764169053,1.6412482235830947,1.0
-1.7459199631558273,2.1671235151050414,0.7826086956521737
2.4992032970492866,2.4992032970492866,0.0
1.179629358774076,1.179629358774076,0.0
0.12767166611529635,2.0841934052457307,0.39130434782608686
-1.2580019918808456,2.655041486380023,0.7826086956521737
1.8288551018181798,1.8288551018181798,0.0
-2.5922279109904043,1.3208155672704645,0.7826086956521737
1.196788683640294,1.196788683640294,0.0
2.509603237260793,2.509603237260793,0.0
-2.402710297308352,2.597289702691648,1.0
-1.363795544818796,3.636204455181204,1.0
-1.1330505104008521,3.866949489599148,1.0
2.3933770112135107,6.306420489474379,0.7826086956521737
-0.013655849468124703,3.899387628792744,0.7826086956521737
3.008023388281025,4.964545127411459,0.39130434782608686
0.050360568201960554,5.0503605682019606,1.0
4.937172459453662,6.893694198584097,0.39130434782608686
-1.6475774537803707,3.3524225462196293,1.0
-2.917930155512073,2.082069844487927,1.0
-1.1265490950544748,2.786494383206394,0.7826086956521737
-2.441053603268434,2.558946396731566,1.0
2.8142496888018917,2.8142496888018917,0.0
3.576121411528589,3.576121411528589,0.0
1.550302411284763,6.550302411284763,1.0
0.8497483413330515,5.8497483413330515,1.0
6.800511899158222,6.800511899158222,0.0
0.647235068535192,5.647235068535192,1.0
0.4010291639231913,4.31407264218406,0.7826086956521737
2.7205875977526794,4.677109336883114,0.39130434782608686
0.054057320830804834,3.9671007990916736,0.7826086956521737
1.1809252935972654,5.093968771858134,0.7826086956521737
-0.17349837703699222,4.826501622963008,1.0
0.19275279606517426,5.192752796065174,1.0
1.3374531793231919,6.337453179323192,1.0
3.820950600525982,7.733994078786851,0.7826086956521737
6.362134222290396,8.31865596142083,0.39130434782608686
9.311208830331607,9.311208830331607,0.0
7.513663046755988,7.513663046755988,0.0
7.923849197541904,7.923849197541904,0.0
8.549264333100512,8.549264333100512,0.0
7.746816467703433,7.746816467703433,0.0
7.763471180162762,7.763471180162762,0.0
7.289393816716502,7.289393816716502,0.0
7.141703824355653,7.141703824355653,0.0
7.924078481613582,7.924078481613582,0.0
6.544267497391655,6.544267497391655,0.0
6.523778399983245,6.523778399983245,0.0
7.584982889949433,7.584982889949433,0.0
7.355163500205099,7.355163500205099,0.0
6.746372239534449,6.746372239534449,0.0
6.2979255411063955,6.2979255411063955,0.0
9.069306473236459,9.069306473236459,0.0
9.080401269168135,9.080401269168135,0.0
10.587622456376264,10.587622456376264,0.0
9.92579630236884,9.92579630236884,0.0
10.840874824508282,10.840874824508282,0.0
9.371350128695887,9.371350128695887,0.0
8.528031641003773,8.528031641003773,0.0
9.06281468974365,9.06281468974365,0.0
10.270113412552352,10.270113412552352,0.0
12.612756368049956,12.612756368049956,0.0
12.356762616424524,12.356762616424524,0.0
11.186952414624692,11.186952414624692,0.0
13.950223799256237,13.950223799256237,0.0
16.54345774903545,16.54345774903545,0.0
15.789808786755618,15.789808786755618,0.0
15.802765820796411,15.802765820796411,0.0
15.21742578552986,15.21742578552986,0.0
17.354137981680523,17.354137981680523,0.0
18.983658745328764,18.983658745328764,0.0
24.144681569941316,24.144681569941316,0.0
27.50566677552538,27.50566677552538,0.0
26.424422309296688,26.424422309296688,0.0
36.026294236355916,36.026294236355916,0.0
38.215231003656065,38.215231003656065,0.0
34.27215303491243,34.27215303491243,0.0
33.548508517184715,33.548508517184715,0.0
41.85929955143918,41.85929955143918,0.0
38.75645032571703,38.75645032571703,0.0
38.513870471156864,38.513870471156864,0.0
39.04338345840973,39.04338345840973,0.0
46.193608912069465,46.193608912069465,0.0
32.250069052402864,32.250069052402864,0.0
29.79861465975719,29.79861465975719,0.0
