CompScore,PoseScore,ContactScore
0.506681475849914,0.506681475849914,0.0
-1.7695347648405213,0.7304652351594788,0.5
-4.445658584494287,0.5543414155057134,1.0
-3.8821597371955034,1.1178402628044963,1.0
-1.8240266416864772,0.6759733583135228,0.5
-3.983655010106305,1.0163449898936954,1.0
-4.329633648486272,0.6703663515137284,1.0
-3.4327685609012226,1.5672314390987776,1.0
-4.4950164707027245,0.504983529297276,1.0
-4.523662887891952,0.4763371121080481,1.0
-3.4524869680190884,1.5475130319809116,1.0
-1.961957155602288,0.5380428443977122,0.5
1.4294360282895973,1.4294360282895973,0.0
-4.217799851634548,0.7822001483654519,1.0
-4.566301342937955,0.43369865706204513,1.0
-1.544908006053464,0.9550919939465361,0.5
0.3733249570479277,0.3733249570479277,0.0
0.8040241635133648,0.8040241635133648,0.0
-4.163864077794492,0.8361359222055077,1.0
0.4014372175090032,0.4014372175090032,0.0
-1.8766340930323069,0.6233659069676932,0.5
-3.772843811703062,1.2271561882969377,1.0
-4.3763293517382476,0.6236706482617529,1.0
-1.7179887900386723,0.7820112099613278,0.5
-4.224858955020587,0.7751410449794127,1.0
-1.8434906860468818,0.6565093139531182,0.5
-4.1764045279699555,0.8235954720300448,1.0
-1.8755887232574706,0.6244112767425294,0.5
-4.580282395166879,0.4197176048331209,1.0
-1.9009807932113771,0.5990192067886229,0.5
-1.6532164585253204,0.8467835414746796,0.5
-4.5478638587703015,0.45213614122969825,1.0
0.8800516119810435,0.8800516119810435,0.0
-4.581444281846558,0.4185557181534423,1.0
-0.9815149118176041,1.518485088182396,0.5
-4.218295322006989,0.7817046779930109,1.0
0.4098822778144311,0.4098822778144311,0.0
-2.098626687802162,0.40137331219783773,0.5
0.7240609646312645,0.7240609646312645,0.0
-1.7391476112373756,0.7608523887626244,0.5
0.5253845837526988,0.5253845837526988,0.0
-4.036016675253005,0.9639833247469952,1.0
1.1620160269210558,1.1620160269210558,0.0
-1.955743545117794,0.5442564548822061,0.5
-4.60276999982688,0.3972300001731193,1.0
1.1721913201770768,1.1721913201770768,0.0
-2.9689729237003046,2.0310270762996954,1.0
-3.689022951106696,1.310977048893304,1.0
-3.230712481096899,1.769287518903101,1.0
0.4709495794044445,2.9709495794044445,0.5
-3.0313702654460055,1.9686297345539945,1.0
-3.155595622170469,1.8444043778295311,1.0
-3.548135214622479,1.4518647853775206,1.0
-3.9777765283225337,1.0222234716774665,1.0
0.6351731921553606,0.6351731921553606,0.0
1.5677369372231857,1.5677369372231857,0.0
-2.9681108322920893,2.0318891677079107,1.0
-3.3427889042939576,1.6572110957060424,1.0
-3.0539049675911185,1.9460950324088817,1.0
-3.1206596272106935,1.8793403727893065,1.0
-3.1562490690451086,1.8437509309548914,1.0
-3.4949229692214665,1.5050770307785333,1.0
-4.290754649405366,0.7092453505946343,1.0
-3.6062612204559628,1.3937387795440375,1.0
2.3713699449764003,2.3713699449764003,0.0
-3.2965138805692336,1.7034861194307662,1.0
-3.807476401448527,1.1925235985514726,1.0
-3.9878915364090726,1.0121084635909274,1.0
-0.9646941845362984,1.5353058154637016,0.5
1.5059978414914261,1.5059978414914261,0.0
-3.5424991181954604,1.4575008818045396,1.0
-4.416830431631792,0.5831695683682082,1.0
0.7854914929148409,0.7854914929148409,0.0
-4.137037561495152,0.862962438504848,1.0
-4.057147859145131,0.9428521408548695,1.0
-3.0101426669150237,1.9898573330849763,1.0
-4.148665385273739,0.8513346147262609,1.0
-4.271822575562843,0.7281774244371574,1.0
-4.175757777130882,0.8242422228691176,1.0
-3.7770303186137726,1.2229696813862274,1.0
-3.5927702991160775,1.4072297008839223,1.0
0.926378089683385,0.926378089683385,0.0
-4.134206410258665,0.8657935897413347,1.0
-3.7182297063927456,1.2817702936072544,1.0
-4.5026144164935005,0.4973855835064999,1.0
0.7312883359453625,0.7312883359453625,0.0
0.5801026617729004,0.5801026617729004,0.0
-3.865050886399101,1.1349491136008991,1.0
-4.363884188333621,0.6361158116663785,1.0
-4.282759676234987,0.7172403237650136,1.0
-1.6713512516925113,0.8286487483074888,0.5
-3.929545622258563,1.0704543777414373,1.0
-4.057972834651785,0.9420271653482147,1.0
-3.5210370027833386,1.4789629972166616,1.0
-3.839930870164399,1.1600691298356007,1.0
-0.7092438881649337,1.7907561118350663,0.5
4.356033129122424,4.356033129122424,0.0
-1.4346498405678312,3.565350159432169,1.0
0.9737947177138206,3.4737947177138206,0.5
